caldt,vwretd,spindx,sprtrn
20150219,-0.000949,2097.45,-0.001062
20150220,0.006179,2110.30,0.006126
20150223,-0.000249,2109.66,-0.000303
20150224,0.002685,2115.48,0.002759
20150225,-0.000578,2113.86,-0.000766
20150226,-0.001256,2110.74,-0.001476
20150227,-0.002875,2104.50,-0.002956
20150302,0.006270,2117.39,0.006125
20150303,-0.004584,2107.78,-0.004539
20150304,-0.004182,2098.53,-0.004389
20150305,0.001384,2101.04,0.001196
20150306,-0.014191,2071.26,-0.014174
20150309,0.004038,2079.43,0.003944
20150310,-0.016802,2044.16,-0.016961
20150311,-0.001821,2040.24,-0.001918
20150312,0.012985,2065.95,0.012601
20150313,-0.005975,2053.40,-0.006075
20150316,0.013627,2081.19,0.013534
20150317,-0.003348,2074.28,-0.003320
20150318,0.012142,2099.50,0.012158
20150319,-0.004840,2089.27,-0.004873
20150320,0.009113,2108.10,0.009013
20150323,-0.001711,2104.42,-0.001746
20150324,-0.005943,2091.50,-0.006139
20150325,-0.014651,2061.05,-0.014559
20150326,-0.002283,2056.15,-0.002377
20150327,0.002482,2061.02,0.002369
20150330,0.012275,2086.24,0.012237
20150331,-0.008564,2067.89,-0.008796
20150401,-0.003964,2059.69,-0.003965
20150402,0.003517,2066.96,0.003530
20150406,0.006606,2080.62,0.006609
20150407,-0.002077,2076.33,-0.002062
20150408,0.003188,2081.90,0.002683
20150409,0.004435,2091.18,0.004457
20150410,0.005049,2102.06,0.005203
20150413,-0.004475,2092.43,-0.004581
20150414,0.001618,2095.84,0.001630
20150415,0.005081,2106.63,0.005148
20150416,-0.000811,2104.99,-0.000778
20150417,-0.011408,2081.18,-0.011311
20150420,0.009185,2100.40,0.009235
20150421,-0.001377,2097.29,-0.001481
20150422,0.005124,2107.96,0.005088
20150423,0.002476,2112.93,0.002358
20150424,0.002430,2117.69,0.002253
20150427,-0.004142,2108.92,-0.004141
20150428,0.002747,2114.76,0.002769
20150429,-0.003773,2106.85,-0.003740
20150430,-0.010055,2085.51,-0.010129
20150501,0.010831,2108.29,0.010923
20150504,0.002882,2114.49,0.002941
20150505,-0.011716,2089.46,-0.011837
20150506,-0.004029,2080.15,-0.004456
20150507,0.004091,2088.00,0.003774
20150508,0.013380,2116.10,0.013458
20150511,-0.004815,2105.33,-0.005090
20150512,-0.002810,2099.12,-0.002950
20150513,-0.000103,2098.48,-0.000305
20150514,0.010902,2121.10,0.010779
20150515,0.000819,2122.73,0.000768
20150518,0.003104,2129.20,0.003048
20150519,-0.000774,2127.83,-0.000643
20150520,-0.000843,2125.85,-0.000931
20150521,0.002523,2130.82,0.002338
20150522,-0.002228,2126.06,-0.002234
20150526,-0.010319,2104.20,-0.010282
20150527,0.009336,2123.48,0.009163
20150528,-0.001115,2120.79,-0.001267
20150529,-0.006246,2107.39,-0.006318
20150601,0.002189,2111.73,0.002059
20150602,-0.000941,2109.60,-0.001009
20150603,0.002344,2114.07,0.002119
20150604,-0.008604,2095.84,-0.008623
20150605,-0.001427,2092.83,-0.001436
20150608,-0.006372,2079.28,-0.006474
20150609,0.000510,2080.15,0.000418
20150610,0.012180,2105.20,0.012042
20150611,0.002003,2108.86,0.001739
20150612,-0.006905,2094.11,-0.006994
20150615,-0.004626,2084.43,-0.004622
20150616,0.005804,2096.29,0.005690
20150617,0.002029,2100.44,0.001980
20150618,0.009846,2121.24,0.009903
20150619,-0.005333,2109.99,-0.005304
20150622,0.006047,2122.85,0.006095
20150623,0.000747,2124.20,0.000636
20150624,-0.007301,2108.58,-0.007353
20150625,-0.002942,2102.31,-0.002974
20150626,-0.000170,2101.49,-0.000390
20150629,-0.020733,2057.64,-0.020866
20150630,0.002715,2063.11,0.002658
20150701,0.007103,2077.42,0.006936
20150702,-0.000255,2076.78,-0.000308
20150706,-0.003790,2068.76,-0.003862
20150707,0.006243,2081.34,0.006081
20150708,-0.016270,2046.68,-0.016653
20150709,0.002294,2051.31,0.002262
20150710,0.012365,2076.62,0.012338
20150713,0.011254,2099.60,0.011066
20150714,0.004466,2108.95,0.004453
20150715,-0.000920,2107.40,-0.000735
20150716,0.008094,2124.29,0.008015
20150717,0.001293,2126.64,0.001106
20150720,0.000878,2128.28,0.000771
20150721,-0.004271,2119.21,-0.004262
20150722,-0.002211,2114.15,-0.002388
20150723,-0.005694,2102.15,-0.005676
20150724,-0.010448,2079.65,-0.010703
20150727,-0.005735,2067.64,-0.005775
20150728,0.012287,2093.25,0.012386
20150729,0.007463,2108.57,0.007319
20150730,0.000173,2108.63,0.000028
20150731,-0.002188,2103.84,-0.002272
20150803,-0.002674,2098.04,-0.002757
20150804,-0.002135,2093.32,-0.002250
20150805,0.003722,2099.84,0.003115
20150806,-0.007521,2083.56,-0.007753
20150807,-0.003013,2077.57,-0.002875
20150810,0.012667,2104.18,0.012808
20150811,-0.009154,2084.07,-0.009557
20150812,0.001136,2086.05,0.000950
20150813,-0.001209,2083.39,-0.001275
20150814,0.003978,2091.54,0.003912
20150817,0.005274,2102.44,0.005211
20150818,-0.002598,2096.92,-0.002626
20150819,-0.008168,2079.61,-0.008255
20150820,-0.020963,2035.73,-0.021100
20150821,-0.031656,1970.89,-0.031851
20150824,-0.039372,1893.21,-0.039414
20150825,-0.013371,1867.61,-0.013522
20150826,0.039178,1940.51,0.039034
20150827,0.024267,1987.66,0.024298
20150828,0.000638,1988.87,0.000609
20150831,-0.008319,1972.18,-0.008392
20150901,-0.029419,1913.85,-0.029576
20150902,0.018473,1948.86,0.018293
20150903,0.001312,1951.13,0.001165
20150904,-0.015208,1921.22,-0.015330
20150908,0.025442,1969.41,0.025083
20150909,-0.013809,1942.04,-0.013898
20150910,0.005224,1952.29,0.005278
20150911,0.004920,1961.05,0.004487
20150914,-0.004017,1953.03,-0.004090
20150915,0.012701,1978.09,0.012831
20150916,0.008801,1995.31,0.008705
20150917,-0.002355,1990.20,-0.002561
20150918,-0.016077,1958.03,-0.016164
20150921,0.004610,1966.97,0.004566
20150922,-0.012320,1942.74,-0.012318
20150923,-0.002029,1938.76,-0.002049
20150924,-0.003418,1932.24,-0.003363
20150925,-0.000514,1931.34,-0.000466
20150928,-0.025485,1881.77,-0.025666
20150929,0.001182,1884.09,0.001233
20150930,0.019174,1920.03,0.019076
20151001,0.002083,1923.82,0.001974
20151002,0.014535,1951.36,0.014315
20151005,0.018311,1987.05,0.018290
20151006,-0.003619,1979.92,-0.003588
20151007,0.008414,1995.83,0.008036
20151008,0.008755,2013.43,0.008818
20151009,0.000816,2014.89,0.000725
20151012,0.001287,2017.46,0.001276
20151013,-0.006699,2003.69,-0.006825
20151014,-0.005229,1994.24,-0.004716
20151015,0.014745,2023.86,0.014853
20151016,0.004642,2033.11,0.004570
20151019,0.000199,2033.66,0.000271
20151020,-0.001495,2030.77,-0.001421
20151021,-0.005683,2018.94,-0.005825
20151022,0.016549,2052.51,0.016628
20151023,0.010928,2075.15,0.011030
20151026,-0.001801,2071.18,-0.001913
20151027,-0.002522,2065.89,-0.002554
20151028,0.011774,2090.35,0.011840
20151029,-0.000330,2089.41,-0.000450
20151030,-0.004718,2079.36,-0.004810
20151102,0.011687,2104.05,0.011874
20151103,0.002679,2109.79,0.002728
20151104,-0.003090,2102.31,-0.003545
20151105,-0.000744,2099.93,-0.001132
20151106,-0.000296,2099.20,-0.000348
20151109,-0.009597,2078.58,-0.009823
20151110,0.001874,2081.72,0.001511
20151111,-0.003284,2075.00,-0.003228
20151112,-0.013719,2045.97,-0.013990
20151113,-0.011285,2023.04,-0.011207
20151116,0.015160,2053.19,0.014903
20151117,-0.000952,2050.44,-0.001339
20151118,0.016253,2083.58,0.016162
20151119,-0.001080,2081.24,-0.001123
20151120,0.003930,2089.17,0.003810
20151123,-0.001019,2086.59,-0.001235
20151124,0.001202,2089.14,0.001222
20151125,0.000107,2088.87,-0.000129
20151127,0.000756,2090.11,0.000594
20151130,-0.004752,2080.41,-0.004641
20151201,0.010733,2102.63,0.010681
20151202,-0.010711,2079.51,-0.010996
20151203,-0.014242,2049.62,-0.014374
20151204,0.020367,2091.69,0.020526
20151207,-0.006789,2077.07,-0.006990
20151208,-0.006288,2063.59,-0.006490
20151209,-0.007690,2047.62,-0.007739
20151210,0.002337,2052.23,0.002251
20151211,-0.019273,2012.37,-0.019423
20151214,0.004951,2021.94,0.004756
20151215,0.010446,2043.41,0.010619
20151216,0.014690,2073.07,0.014515
20151217,-0.014958,2041.89,-0.015041
20151218,-0.017558,2005.55,-0.017797
20151221,0.007889,2021.15,0.007778
20151222,0.008941,2038.97,0.008817
20151223,0.012446,2064.29,0.012418
20151224,-0.001635,2060.99,-0.001599
20151228,-0.002082,2056.50,-0.002179
20151229,0.010906,2078.36,0.010630
20151230,-0.007063,2063.36,-0.007217
20151231,-0.009432,2043.94,-0.009412
20160104,-0.015190,2012.66,-0.015304
20160105,0.002134,2016.71,0.002012
20160106,-0.012566,1990.26,-0.013115
20160107,-0.023433,1943.09,-0.023700
20160108,-0.010898,1922.03,-0.010838
20160111,0.001055,1923.67,0.000853
20160112,0.007732,1938.68,0.007803
20160113,-0.025050,1890.28,-0.024965
20160114,0.016641,1921.84,0.016696
20160115,-0.021666,1880.33,-0.021599
20160119,0.000584,1881.33,0.000532
20160120,-0.011584,1859.33,-0.011694
20160121,0.005400,1868.99,0.005195
20160122,0.020313,1906.90,0.020284
20160125,-0.015346,1877.08,-0.015638
20160126,0.014103,1903.63,0.014144
20160127,-0.010767,1882.95,-0.010863
20160128,0.005788,1893.36,0.005529
20160129,0.024522,1940.24,0.024760
20160201,-0.000353,1939.38,-0.000443
20160202,-0.018668,1903.03,-0.018743
20160203,0.004892,1912.53,0.004992
20160204,0.001674,1915.45,0.001527
20160205,-0.018423,1880.05,-0.018481
20160208,-0.014244,1853.44,-0.014154
20160209,-0.000563,1852.21,-0.000664
20160210,0.000266,1851.86,-0.000189
20160211,-0.011938,1829.08,-0.012301
20160212,0.019408,1864.78,0.019518
20160216,0.016836,1895.58,0.016517
20160217,0.016645,1926.82,0.016480
20160218,-0.004807,1917.83,-0.004666
20160219,0.000267,1917.78,-0.000026
20160222,0.014515,1945.50,0.014454
20160223,-0.012147,1921.27,-0.012454
20160224,0.004499,1929.80,0.004440
20160225,0.011663,1951.70,0.011348
20160226,-0.001762,1948.05,-0.001870
20160229,-0.008096,1932.23,-0.008121
20160301,0.023751,1978.35,0.023869
20160302,0.004158,1986.45,0.004094
20160303,0.003601,1993.40,0.003499
20160304,0.003277,1999.99,0.003306
20160307,0.000897,2001.76,0.000885
20160308,-0.010939,1979.26,-0.011240
20160309,0.005140,1989.26,0.005052
20160310,0.000210,1989.57,0.000156
20160311,0.016578,2022.19,0.016396
20160314,-0.001083,2019.64,-0.001261
20160315,-0.001833,2015.93,-0.001837
20160316,0.005770,2027.22,0.005600
20160317,0.006394,2040.59,0.006595
20160318,0.004326,2049.58,0.004406
20160321,0.001002,2051.60,0.000986
20160322,-0.000759,2049.80,-0.000877
20160323,-0.006336,2036.71,-0.006386
20160324,-0.000324,2035.94,-0.000378
20160328,0.000579,2037.05,0.000545
20160329,0.008996,2055.01,0.008817
20160330,0.004496,2063.95,0.004350
20160331,-0.002030,2059.74,-0.002040
20160401,0.006388,2072.78,0.006331
20160404,-0.003057,2066.13,-0.003208
20160405,-0.010146,2045.17,-0.010145
20160406,0.010860,2066.66,0.010508
20160407,-0.011989,2041.91,-0.011976
20160408,0.002779,2047.60,0.002787
20160411,-0.002804,2041.99,-0.002740
20160412,0.009759,2061.72,0.009662
20160413,0.010090,2082.42,0.010040
20160414,0.000235,2082.78,0.000173
20160415,-0.000877,2080.73,-0.000984
20160418,0.006640,2094.34,0.006541
20160419,0.002914,2100.80,0.003085
20160420,0.000740,2102.40,0.000762
20160421,-0.005230,2091.48,-0.005194
20160422,0.000019,2091.58,0.000048
20160425,-0.001657,2087.79,-0.001812
20160426,0.001775,2091.70,0.001873
20160427,0.001740,2095.15,0.001649
20160428,-0.009142,2075.81,-0.009231
20160429,-0.004948,2065.30,-0.005063
20160502,0.007958,2081.43,0.007810
20160503,-0.008675,2063.37,-0.008677
20160504,-0.005600,2051.12,-0.005937
20160505,0.000095,2050.63,-0.000239
20160506,0.003474,2057.14,0.003175
20160509,0.000921,2058.69,0.000753
20160510,0.012501,2084.39,0.012484
20160511,-0.009117,2064.46,-0.009562
20160512,0.000048,2064.11,-0.000170
20160513,-0.008524,2046.61,-0.008478
20160516,0.009907,2066.66,0.009797
20160517,-0.009345,2047.21,-0.009411
20160518,0.000047,2047.63,0.000205
20160519,-0.003166,2040.04,-0.003707
20160520,0.006168,2052.32,0.006019
20160523,-0.002063,2048.04,-0.002085
20160524,0.013685,2076.06,0.013681
20160525,0.006974,2090.54,0.006975
20160526,-0.000039,2090.10,-0.000210
20160527,0.004409,2099.06,0.004287
20160531,-0.000821,2096.96,-0.001000
20160601,0.001266,2099.33,0.001130
20160602,0.002911,2105.26,0.002825
20160603,-0.002827,2099.13,-0.002912
20160606,0.004856,2109.41,0.004897
20160607,0.001246,2112.13,0.001289
20160608,0.003516,2119.12,0.003309
20160609,-0.001697,2115.48,-0.001718
20160610,-0.009141,2096.07,-0.009175
20160613,-0.007757,2079.06,-0.008115
20160614,-0.001673,2075.32,-0.001799
20160615,-0.001711,2071.50,-0.001841
20160616,0.003261,2077.99,0.003133
20160617,-0.003229,2071.22,-0.003258
20160620,0.005859,2083.25,0.005808
20160621,0.002732,2088.90,0.002712
20160622,-0.001645,2085.45,-0.001652
20160623,0.013333,2113.32,0.013364
20160624,-0.035723,2037.41,-0.035920
20160627,-0.018012,2000.54,-0.018097
20160628,0.017816,2036.09,0.017770
20160629,0.017256,2070.77,0.017033
20160630,0.013529,2098.86,0.013565
20160701,0.002169,2102.95,0.001949
20160705,-0.006639,2088.55,-0.006848
20160706,0.005709,2099.73,0.005353
20160707,-0.000774,2097.90,-0.000872
20160708,0.015192,2129.90,0.015253
20160711,0.003447,2137.16,0.003409
20160712,0.006791,2152.14,0.007009
20160713,0.000253,2152.43,0.000135
20160714,0.005231,2163.75,0.005259
20160715,-0.000962,2161.74,-0.000929
20160718,0.002433,2166.89,0.002382
20160719,-0.001407,2163.78,-0.001435
20160720,0.004373,2173.02,0.004270
20160721,-0.003588,2165.17,-0.003612
20160722,0.004509,2175.03,0.004554
20160725,-0.002880,2168.48,-0.003011
20160726,0.000199,2169.18,0.000323
20160727,-0.001334,2166.58,-0.001199
20160728,0.001742,2170.06,0.001606
20160729,0.001739,2173.60,0.001631
20160801,-0.001183,2170.84,-0.001270
20160802,-0.006411,2157.03,-0.006362
20160803,0.003364,2163.79,0.003134
20160804,0.000503,2164.25,0.000213
20160805,0.008638,2182.87,0.008603
20160808,-0.000817,2180.89,-0.000907
20160809,0.000379,2181.74,0.000390
20160810,-0.002326,2175.49,-0.002865
20160811,0.004847,2185.79,0.004735
20160812,-0.000708,2184.05,-0.000796
20160815,0.002835,2190.15,0.002793
20160816,-0.005339,2178.15,-0.005479
20160817,0.002046,2182.22,0.001869
20160818,0.002338,2187.02,0.002200
20160819,-0.001407,2183.87,-0.001440
20160822,-0.000531,2182.64,-0.000563
20160823,0.001901,2186.90,0.001952
20160824,-0.005186,2175.44,-0.005240
20160825,-0.001417,2172.47,-0.001365
20160826,-0.001507,2169.04,-0.001579
20160829,0.005327,2180.38,0.005228
20160830,-0.001856,2176.12,-0.001954
20160831,-0.002113,2170.95,-0.002376
20160901,0.000062,2170.86,-0.000041
20160902,0.004168,2179.98,0.004201
20160906,0.003044,2186.48,0.002982
20160907,0.000048,2186.16,-0.000146
20160908,-0.002212,2181.30,-0.002223
20160909,-0.024631,2127.81,-0.024522
20160912,0.014850,2159.04,0.014677
20160913,-0.014479,2127.02,-0.014831
20160914,-0.000556,2125.77,-0.000588
20160915,0.010268,2147.26,0.010109
20160916,-0.003711,2139.16,-0.003772
20160919,-0.000096,2139.12,-0.000019
20160920,0.000339,2139.76,0.000299
20160921,0.010843,2163.12,0.010917
20160922,0.006607,2177.18,0.006500
20160923,-0.005616,2164.69,-0.005737
20160926,-0.008566,2146.10,-0.008588
20160927,0.006602,2159.93,0.006444
20160928,0.005421,2171.37,0.005296
20160929,-0.009336,2151.13,-0.009321
20160930,0.008020,2168.27,0.007968
20161003,-0.003092,2161.20,-0.003261
20161004,-0.004863,2150.49,-0.004956
20161005,0.004640,2159.73,0.004297
20161006,0.000282,2160.77,0.000482
20161007,-0.003269,2153.74,-0.003253
20161010,0.004571,2163.66,0.004606
20161011,-0.012473,2136.73,-0.012447
20161012,0.001211,2139.18,0.001147
20161013,-0.002939,2132.55,-0.003099
20161014,0.000234,2132.98,0.000202
20161017,-0.003031,2126.50,-0.003038
20161018,0.006190,2139.60,0.006160
20161019,0.002284,2144.29,0.002192
20161020,-0.001259,2141.34,-0.001376
20161021,0.000169,2141.16,-0.000084
20161024,0.004968,2151.33,0.004750
20161025,-0.003734,2143.16,-0.003798
20161026,-0.001806,2139.43,-0.001740
20161027,-0.002978,2133.04,-0.002987
20161028,-0.003027,2126.41,-0.003108
20161031,0.000017,2126.15,-0.000122
20161101,-0.006804,2111.72,-0.006787
20161102,-0.006457,2097.94,-0.006525
20161103,-0.004079,2088.66,-0.004423
20161104,-0.001766,2085.18,-0.001666
20161107,0.022186,2131.52,0.022224
20161108,0.004279,2139.56,0.003772
20161109,0.010919,2163.26,0.011077
20161110,0.001676,2167.48,0.001951
20161111,-0.001388,2164.45,-0.001398
20161114,-0.000078,2164.20,-0.000116
20161115,0.007828,2180.39,0.007481
20161116,-0.001269,2176.94,-0.001582
20161117,0.004581,2187.12,0.004676
20161118,-0.002340,2181.90,-0.002387
20161121,0.007546,2198.18,0.007461
20161122,0.002337,2202.94,0.002165
20161123,0.000806,2204.72,0.000808
20161125,0.003954,2213.35,0.003914
20161128,-0.005090,2201.72,-0.005254
20161129,0.001574,2204.66,0.001335
20161130,-0.002682,2198.81,-0.002653
20161201,-0.003684,2191.08,-0.003516
20161202,0.000426,2191.95,0.000397
20161205,0.005921,2204.71,0.005821
20161206,0.003436,2212.23,0.003411
20161207,0.013385,2241.35,0.013163
20161208,0.002241,2246.19,0.002159
20161209,0.005862,2259.53,0.005939
20161212,-0.001109,2256.96,-0.001137
20161213,0.006688,2271.72,0.006540
20161214,-0.008034,2253.28,-0.008117
20161215,0.003830,2262.03,0.003883
20161216,-0.001763,2258.07,-0.001751
20161219,0.002005,2262.53,0.001975
20161220,0.003783,2270.76,0.003638
20161221,-0.002423,2265.18,-0.002457
20161222,-0.001929,2260.96,-0.001863
20161223,0.001354,2263.79,0.001252
20161227,0.002297,2268.88,0.002248
20161228,-0.008145,2249.92,-0.008357
20161229,-0.000246,2249.26,-0.000293
20161230,-0.004634,2238.83,-0.004637
20170103,0.008524,2257.83,0.008487
20170104,0.006017,2270.75,0.005722
20170105,-0.000701,2269.00,-0.000771
20170106,0.003721,2276.98,0.003517
20170109,-0.003469,2268.90,-0.003549
20170110,-0.000013,2268.90,0.000000
20170111,0.002982,2275.32,0.002830
20170112,-0.002043,2270.44,-0.002145
20170113,0.001778,2274.64,0.001850
20170117,-0.002746,2267.89,-0.002968
20170118,0.001894,2271.89,0.001764
20170119,-0.003551,2263.69,-0.003609
20170120,0.003397,2271.31,0.003366
20170123,-0.002582,2265.20,-0.002690
20170124,0.006610,2280.07,0.006565
20170125,0.007907,2298.37,0.008026
20170126,-0.000680,2296.68,-0.000735
20170127,-0.000971,2294.69,-0.000866
20170130,-0.005914,2280.90,-0.006010
20170131,-0.000820,2278.87,-0.000890
20170201,0.000408,2279.55,0.000298
20170202,0.000709,2280.85,0.000570
20170203,0.007206,2297.42,0.007265
20170206,-0.002143,2292.56,-0.002115
20170207,0.000334,2293.08,0.000227
20170208,0.001084,2294.67,0.000693
20170209,0.005981,2307.87,0.005752
20170210,0.003575,2316.10,0.003566
20170213,0.005383,2328.25,0.005246
20170214,0.004298,2337.58,0.004007
20170215,0.005146,2349.25,0.004992
20170216,-0.000909,2347.22,-0.000864
20170217,0.002005,2351.16,0.001679
20170221,0.006131,2365.38,0.006048
20170222,-0.001011,2362.82,-0.001082
20170223,0.000395,2363.81,0.000419
20170224,0.001748,2367.34,0.001493
20170227,0.001030,2369.75,0.001018
20170228,-0.002684,2363.64,-0.002578
20170301,0.013612,2395.96,0.013674
20170302,-0.005670,2381.92,-0.005860
20170303,0.000452,2383.12,0.000504
20170306,-0.003245,2375.31,-0.003277
20170307,-0.002858,2368.39,-0.002913
20170308,-0.001883,2362.98,-0.002284
20170309,0.000825,2364.87,0.000800
20170310,0.003283,2372.60,0.003269
20170313,0.000669,2373.47,0.000367
20170314,-0.003223,2365.45,-0.003379
20170315,0.008363,2385.26,0.008375
20170316,-0.001362,2381.38,-0.001627
20170317,-0.001342,2378.25,-0.001314
20170320,-0.002016,2373.47,-0.002010
20170321,-0.012262,2344.02,-0.012408
20170322,0.001926,2348.45,0.001890
20170323,-0.001041,2345.96,-0.001060
20170324,-0.000811,2343.98,-0.000844
20170327,-0.000943,2341.59,-0.001020
20170328,0.007258,2358.57,0.007251
20170329,0.001449,2361.13,0.001085
20170330,0.002962,2368.06,0.002935
20170331,-0.002145,2362.72,-0.002255
20170403,-0.001601,2358.84,-0.001642
20170404,0.000741,2360.16,0.000560
20170405,-0.002921,2352.95,-0.003055
20170406,0.002122,2357.49,0.001929
20170407,-0.000729,2355.54,-0.000827
20170410,0.000785,2357.16,0.000688
20170411,-0.001251,2353.78,-0.001434
20170412,-0.003692,2344.93,-0.003760
20170413,-0.006767,2328.95,-0.006815
20170417,0.008592,2349.01,0.008613
20170418,-0.002756,2342.19,-0.002903
20170419,-0.001583,2338.17,-0.001716
20170420,0.007563,2355.84,0.007557
20170421,-0.003016,2348.69,-0.003035
20170424,0.010778,2374.15,0.010840
20170425,0.005989,2388.61,0.006091
20170426,-0.000463,2387.45,-0.000486
20170427,0.000718,2388.77,0.000553
20170428,-0.001755,2384.20,-0.001913
20170501,0.001752,2388.33,0.001732
20170502,0.001156,2391.17,0.001189
20170503,-0.001165,2388.13,-0.001271
20170504,0.000778,2389.52,0.000582
20170505,0.004036,2399.29,0.004089
20170508,0.000120,2399.38,0.000038
20170509,-0.000840,2396.92,-0.001025
20170510,0.001544,2399.63,0.001131
20170511,-0.001886,2394.44,-0.002163
20170512,-0.001505,2390.90,-0.001478
20170515,0.004893,2402.32,0.004776
20170516,-0.000532,2400.67,-0.000687
20170517,-0.017765,2357.03,-0.018178
20170518,0.003894,2365.72,0.003687
20170519,0.006803,2381.73,0.006767
20170522,0.005194,2394.02,0.005160
20170523,0.001866,2398.42,0.001838
20170524,0.002619,2404.39,0.002489
20170525,0.004637,2415.07,0.004442
20170526,0.000442,2415.82,0.000311
20170530,-0.001077,2412.91,-0.001205
20170531,-0.000246,2411.80,-0.000460
20170601,0.007790,2430.06,0.007571
20170602,0.003729,2439.07,0.003708
20170605,-0.001125,2436.10,-0.001218
20170606,-0.002917,2429.33,-0.002779
20170607,0.001804,2433.14,0.001568
20170608,0.000242,2433.79,0.000267
20170609,-0.001078,2431.77,-0.000830
20170612,-0.000905,2429.39,-0.000979
20170613,0.004788,2440.35,0.004511
20170614,-0.000869,2437.92,-0.000996
20170615,-0.002126,2432.46,-0.002240
20170616,-0.000004,2433.15,0.000284
20170619,0.008362,2453.46,0.008347
20170620,-0.006614,2437.03,-0.006697
20170621,-0.000311,2435.61,-0.000583
20170622,-0.000292,2434.50,-0.000456
20170623,0.001557,2438.30,0.001561
20170626,0.000369,2439.07,0.000316
20170627,-0.008077,2419.38,-0.008073
20170628,0.008989,2440.69,0.008808
20170629,-0.008639,2419.70,-0.008600
20170630,0.001448,2423.41,0.001533
20170703,0.002172,2429.01,0.002311
20170705,0.001723,2432.54,0.001453
20170706,-0.008985,2409.75,-0.009369
20170707,0.006416,2425.18,0.006403
20170710,0.000841,2427.43,0.000928
20170711,-0.000699,2425.53,-0.000783
20170712,0.007441,2443.25,0.007306
20170713,0.001951,2447.83,0.001875
20170714,0.004780,2459.27,0.004674
20170717,-0.000049,2459.14,-0.000053
20170718,0.000620,2460.61,0.000598
20170719,0.005406,2473.83,0.005373
20170720,-0.000002,2473.45,-0.000154
20170721,-0.000323,2472.54,-0.000368
20170724,-0.000930,2469.91,-0.001064
20170725,0.002977,2477.13,0.002923
20170726,0.000367,2477.83,0.000283
20170727,-0.000869,2475.42,-0.000973
20170728,-0.001417,2472.10,-0.001341
20170731,-0.000852,2470.30,-0.000728
20170801,0.002376,2476.35,0.002449
20170802,0.000468,2477.57,0.000493
20170803,-0.002013,2472.16,-0.002184
20170804,0.001812,2476.83,0.001889
20170807,0.001737,2480.91,0.001647
20170808,-0.002294,2474.92,-0.002414
20170809,-0.000307,2474.02,-0.000364
20170810,-0.014158,2438.21,-0.014474
20170811,0.001418,2441.32,0.001276
20170814,0.010084,2465.84,0.010044
20170815,-0.000278,2464.61,-0.000499
20170816,0.001705,2468.11,0.001420
20170817,-0.015426,2430.01,-0.015437
20170818,-0.001856,2425.55,-0.001835
20170821,0.001212,2428.37,0.001163
20170822,0.009940,2452.51,0.009941
20170823,-0.003371,2444.04,-0.003454
20170824,-0.002188,2438.97,-0.002074
20170825,0.001694,2443.05,0.001673
20170828,0.000432,2444.24,0.000487
20170829,0.001036,2446.30,0.000843
20170830,0.004883,2457.59,0.004615
20170831,0.005670,2471.65,0.005721
20170901,0.002032,2476.55,0.001982
20170905,-0.007371,2457.85,-0.007551
20170906,0.003125,2465.54,0.003129
20170907,0.000169,2465.10,-0.000178
20170908,-0.001551,2461.43,-0.001489
20170911,0.010761,2488.11,0.010839
20170912,0.003469,2496.48,0.003364
20170913,0.000841,2498.37,0.000757
20170914,-0.000843,2495.62,-0.001101
20170915,0.001692,2500.23,0.001847
20170918,0.001354,2503.87,0.001456
20170919,0.001015,2506.65,0.001110
20170920,0.000675,2508.24,0.000634
20170921,-0.003020,2500.60,-0.003046
20170922,0.000616,2502.22,0.000648
20170925,-0.002247,2496.66,-0.002222
20170926,0.000224,2496.84,0.000072
20170927,0.004093,2507.04,0.004085
20170928,0.001397,2510.06,0.001205
20170929,0.003660,2519.36,0.003705
20171002,0.003877,2529.12,0.003874
20171003,0.002259,2534.58,0.002159
20171004,0.001291,2537.74,0.001247
20171005,0.005880,2552.07,0.005647
20171006,-0.000768,2549.33,-0.001074
20171009,-0.001758,2544.73,-0.001804
20171010,0.002565,2550.64,0.002322
20171011,0.001959,2555.24,0.001803
20171012,-0.001502,2550.93,-0.001687
20171013,0.000898,2553.17,0.000878
20171016,0.001685,2557.64,0.001751
20171017,0.000645,2559.36,0.000672
20171018,0.000807,2561.26,0.000742
20171019,0.000345,2562.10,0.000328
20171020,0.005192,2575.21,0.005117
20171023,-0.003903,2564.98,-0.003972
20171024,0.001649,2569.13,0.001618
20171025,-0.004605,2557.15,-0.004663
20171026,0.001247,2560.40,0.001271
20171027,0.008374,2581.07,0.008073
20171030,-0.003219,2572.83,-0.003192
20171031,0.001062,2575.26,0.000944
20171101,0.001601,2579.36,0.001592
20171102,0.000333,2579.85,0.000190
20171103,0.003278,2587.84,0.003097
20171106,0.001301,2591.13,0.001271
20171107,-0.000092,2590.64,-0.000189
20171108,0.001637,2594.38,0.001444
20171109,-0.003541,2584.62,-0.003762
20171110,-0.000429,2582.30,-0.000898
20171113,0.001019,2584.84,0.000984
20171114,-0.002001,2578.87,-0.002310
20171115,-0.005351,2564.62,-0.005526
20171116,0.009226,2585.64,0.008196
20171117,-0.002675,2578.85,-0.002626
20171120,0.001258,2582.14,0.001276
20171121,0.006422,2599.03,0.006541
20171122,-0.000617,2597.08,-0.000750
20171124,0.002211,2602.42,0.002056
20171127,-0.000270,2601.42,-0.000384
20171128,0.009686,2627.04,0.009848
