caldt,vwretd,spindx,sprtrn
20171129,-0.000280,2626.07,-0.000369
20171130,0.008424,2647.58,0.008191
20171201,-0.002015,2642.22,-0.002024
20171204,-0.001111,2639.44,-0.001052
20171205,-0.003580,2629.57,-0.003739
20171206,-0.000017,2629.27,-0.000114
20171207,0.003135,2636.98,0.002932
20171208,0.005568,2651.50,0.005506
20171211,0.003180,2659.99,0.003202
20171212,0.001538,2664.11,0.001549
20171213,-0.000367,2662.85,-0.000473
20171214,-0.003837,2652.01,-0.004071
20171215,0.008871,2675.81,0.008974
20171218,0.005425,2690.16,0.005363
20171219,-0.003125,2681.47,-0.003230
20171220,-0.000778,2679.25,-0.000828
20171221,0.001918,2684.57,0.001986
20171222,-0.000401,2683.34,-0.000458
20171226,-0.000854,2680.50,-0.001058
20171227,0.000805,2682.62,0.000791
20171228,0.002006,2687.54,0.001834
20171229,-0.005153,2673.61,-0.005183
20180102,0.008278,2695.81,0.008303
20180103,0.006438,2713.06,0.006399
20180104,0.004242,2723.99,0.004029
20180105,0.007046,2743.15,0.007034
20180108,0.001809,2747.71,0.001662
20180109,0.001561,2751.29,0.001303
20180110,-0.001224,2748.23,-0.001112
20180111,0.007104,2767.56,0.007034
20180112,0.006827,2786.24,0.006750
20180116,-0.003477,2776.42,-0.003524
20180117,0.009444,2802.56,0.009415
20180118,-0.001441,2798.03,-0.001616
20180119,0.004494,2810.30,0.004385
20180122,0.008095,2832.97,0.008067
20180123,0.002332,2839.13,0.002174
20180124,-0.000505,2837.54,-0.000560
20180125,0.000746,2839.25,0.000603
20180126,0.011833,2872.87,0.011841
20180129,-0.006455,2853.53,-0.006732
20180130,-0.010750,2822.43,-0.010899
20180131,0.000477,2823.81,0.000489
20180201,-0.000802,2821.98,-0.000648
20180202,-0.020820,2762.13,-0.021209
20180205,-0.040869,2648.94,-0.040979
20180206,0.017497,2695.14,0.017441
20180207,-0.004850,2681.66,-0.005002
20180208,-0.037319,2581.00,-0.037536
20180209,0.014951,2619.55,0.014936
20180212,0.013963,2656.00,0.013915
20180213,0.002875,2662.94,0.002613
20180214,0.013778,2698.63,0.013402
20180215,0.012212,2731.20,0.012069
20180216,0.000438,2732.22,0.000373
20180220,-0.006364,2716.26,-0.005841
20180221,-0.005479,2701.33,-0.005497
20180222,0.001099,2703.96,0.000974
20180223,0.015958,2747.30,0.016028
20180226,0.011616,2779.60,0.011757
20180227,-0.012648,2744.28,-0.012707
20180228,-0.010905,2713.83,-0.011096
20180301,-0.013175,2677.67,-0.013324
20180302,0.005148,2691.25,0.005072
20180305,0.011092,2720.94,0.011032
20180306,0.002668,2728.12,0.002639
20180307,-0.000409,2726.80,-0.000484
20180308,0.004787,2738.97,0.004463
20180309,0.017286,2786.57,0.017379
20180312,-0.001205,2783.02,-0.001274
20180313,-0.006243,2765.31,-0.006364
20180314,-0.005415,2749.48,-0.005724
20180315,-0.000838,2747.33,-0.000782
20180316,0.001796,2752.01,0.001703
20180319,-0.014157,2712.92,-0.014204
20180320,0.001355,2716.94,0.001482
20180321,-0.001780,2711.93,-0.001844
20180322,-0.025057,2643.69,-0.025163
20180323,-0.020962,2588.26,-0.020967
20180326,0.027133,2658.55,0.027157
20180327,-0.017408,2612.62,-0.017276
20180328,-0.002816,2605.00,-0.002917
20180329,0.013847,2640.87,0.013770
20180402,-0.022603,2581.88,-0.022337
20180403,0.012581,2614.45,0.012615
20180404,0.011636,2644.69,0.011566
20180405,0.007132,2662.84,0.006863
20180406,-0.021919,2604.47,-0.021920
20180409,0.003559,2613.16,0.003337
20180410,0.016597,2656.87,0.016727
20180411,-0.005493,2642.19,-0.005525
20180412,0.008280,2663.99,0.008251
20180413,-0.002918,2656.30,-0.002887
20180416,0.008187,2677.84,0.008109
20180417,0.010819,2706.39,0.010662
20180418,0.000885,2708.64,0.000831
20180419,-0.005289,2693.13,-0.005726
20180420,-0.008536,2670.14,-0.008537
20180423,-0.000043,2670.29,0.000056
20180424,-0.013428,2634.56,-0.013381
20180425,0.001845,2639.40,0.001837
20180426,0.010462,2666.94,0.010434
20180427,0.001203,2669.91,0.001114
20180430,-0.007996,2648.05,-0.008188
20180501,0.002453,2654.80,0.002549
20180502,-0.007358,2635.67,-0.007206
20180503,-0.002101,2629.73,-0.002254
20180504,0.012933,2663.42,0.012811
20180507,0.003380,2672.63,0.003458
20180508,-0.000218,2671.92,-0.000266
20180509,0.009517,2697.79,0.009682
20180510,0.009527,2723.07,0.009371
20180511,0.002117,2727.72,0.001708
20180514,0.000948,2730.13,0.000884
20180515,-0.006736,2711.45,-0.006842
20180516,0.004428,2722.46,0.004061
20180517,-0.000679,2720.13,-0.000856
20180518,-0.002632,2712.97,-0.002632
20180521,0.007425,2733.01,0.007387
20180522,-0.003195,2724.44,-0.003136
20180523,0.003406,2733.29,0.003248
20180524,-0.001959,2727.76,-0.002023
20180525,-0.002170,2721.33,-0.002357
20180529,-0.011460,2689.86,-0.011564
20180530,0.012907,2724.01,0.012696
20180531,-0.006667,2705.27,-0.006880
20180601,0.010939,2734.62,0.010849
20180604,0.004780,2746.87,0.004480
20180605,0.000746,2748.80,0.000703
20180606,0.008543,2772.35,0.008567
20180607,-0.000614,2770.37,-0.000714
20180608,0.003144,2779.03,0.003126
20180611,0.001203,2782.00,0.001069
20180612,0.001816,2786.85,0.001743
20180613,-0.003889,2775.63,-0.004026
20180614,0.002793,2782.49,0.002472
20180615,-0.000888,2779.66,-0.001017
20180618,-0.002020,2773.75,-0.002126
20180619,-0.003911,2762.59,-0.004023
20180620,0.001673,2767.32,0.001712
20180621,-0.006173,2749.76,-0.006345
20180622,0.001881,2754.88,0.001862
20180625,-0.013621,2717.07,-0.013725
20180626,0.002200,2723.06,0.002205
20180627,-0.008635,2699.63,-0.008604
20180628,0.006236,2716.31,0.006179
20180629,0.000819,2718.37,0.000758
20180702,0.002994,2726.71,0.003068
20180703,-0.004886,2713.22,-0.004947
20180705,0.008779,2736.61,0.008621
20180706,0.008510,2759.82,0.008481
20180709,0.009223,2784.17,0.008823
20180710,0.003518,2793.84,0.003473
20180711,-0.006999,2774.02,-0.007094
20180712,0.008888,2798.29,0.008749
20180713,0.001186,2801.31,0.001079
20180716,-0.000954,2798.43,-0.001028
20180717,0.004152,2809.55,0.003974
20180718,0.001869,2815.62,0.002160
20180719,-0.003890,2804.49,-0.003953
20180720,-0.000864,2801.83,-0.000948
20180723,0.001797,2806.98,0.001838
20180724,0.004859,2820.40,0.004781
20180725,0.009146,2846.07,0.009102
20180726,-0.003051,2837.44,-0.003032
20180727,-0.006494,2818.82,-0.006562
20180730,-0.005769,2802.60,-0.005754
20180731,0.004808,2816.29,0.004885
20180801,-0.001194,2813.36,-0.001040
20180802,0.005090,2827.22,0.004926
20180803,0.004861,2840.35,0.004644
20180806,0.003469,2850.40,0.003538
20180807,0.002771,2858.45,0.002824
20180808,-0.000208,2857.70,-0.000262
20180809,-0.001117,2853.58,-0.001442
20180810,-0.006687,2833.28,-0.007114
20180813,-0.003947,2821.93,-0.004006
20180814,0.006620,2839.96,0.006389
20180815,-0.007539,2818.37,-0.007602
20180816,0.008630,2840.69,0.007919
20180817,0.003340,2850.13,0.003323
20180820,0.002357,2857.05,0.002428
20180821,0.002052,2862.96,0.002069
20180822,-0.000295,2861.82,-0.000398
20180823,-0.001718,2856.98,-0.001691
20180824,0.006145,2874.69,0.006199
20180827,0.007753,2896.74,0.007670
20180828,0.000302,2897.52,0.000269
20180829,0.005908,2914.04,0.005701
20180830,-0.004273,2901.13,-0.004430
20180831,0.000257,2901.52,0.000134
20180904,-0.001553,2896.72,-0.001654
20180905,-0.002925,2888.60,-0.002803
20180906,-0.003484,2878.05,-0.003652
20180907,-0.002198,2871.68,-0.002213
20180910,0.001961,2877.13,0.001898
20180911,0.003861,2887.89,0.003740
20180912,0.000385,2888.92,0.000357
20180913,0.005413,2904.18,0.005282
20180914,0.000355,2904.98,0.000275
20180917,-0.005689,2888.80,-0.005570
20180918,0.005377,2904.31,0.005369
20180919,0.001158,2907.95,0.001253
20180920,0.007913,2930.75,0.007841
20180921,-0.000432,2929.67,-0.000369
20180924,-0.003476,2919.37,-0.003516
20180925,-0.001081,2915.56,-0.001305
20180926,-0.003269,2905.97,-0.003289
20180927,0.002975,2914.00,0.002763
20180928,-0.000004,2913.98,-0.000007
20181001,0.003580,2924.59,0.003641
20181002,-0.000503,2923.43,-0.000397
20181003,0.000547,2925.51,0.000711
20181004,-0.008027,2901.61,-0.008170
20181005,-0.005596,2885.57,-0.005528
20181008,-0.000374,2884.43,-0.000395
20181009,-0.001132,2880.34,-0.001418
20181010,-0.032810,2785.68,-0.032864
20181011,-0.020415,2728.37,-0.020573
20181012,0.014451,2767.13,0.014206
20181015,-0.005826,2750.79,-0.005905
20181016,0.021537,2809.92,0.021496
20181017,-0.000107,2809.21,-0.000253
20181018,-0.014414,2768.78,-0.014392
20181019,-0.000223,2767.78,-0.000361
20181022,-0.004162,2755.88,-0.004299
20181023,-0.005335,2740.69,-0.005512
20181024,-0.030793,2656.10,-0.030864
20181025,0.018863,2705.57,0.018625
20181026,-0.017528,2658.69,-0.017327
20181029,-0.006758,2641.25,-0.006560
20181030,0.015768,2682.63,0.015667
20181031,0.010898,2711.74,0.010851
20181101,0.010772,2740.37,0.010558
20181102,-0.006303,2723.06,-0.006317
20181105,0.005278,2738.31,0.005600
20181106,0.006261,2755.45,0.006259
20181107,0.021376,2813.89,0.021209
20181108,-0.001915,2806.83,-0.002509
20181109,-0.008872,2781.01,-0.009199
20181112,-0.019730,2726.22,-0.019701
20181113,-0.001557,2722.18,-0.001482
20181114,-0.007426,2701.58,-0.007567
20181115,0.010784,2730.20,0.010594
20181116,0.002068,2736.27,0.002223
20181119,-0.016794,2690.73,-0.016643
20181120,-0.017964,2641.89,-0.018151
20181121,0.003220,2649.93,0.003043
20181123,-0.006254,2632.56,-0.006555
20181126,0.015662,2673.45,0.015532
20181127,0.003142,2682.17,0.003262
20181128,0.023219,2743.79,0.022974
20181129,-0.002023,2737.76,-0.002198
20181130,0.008354,2760.17,0.008186
20181203,0.011168,2790.37,0.010941
20181204,-0.032406,2700.06,-0.032365
20181206,-0.001166,2695.95,-0.001522
20181207,-0.023289,2633.08,-0.023320
20181210,0.001836,2637.72,0.001762
20181211,-0.000315,2636.78,-0.000356
20181212,0.005438,2651.07,0.005419
20181213,-0.000162,2650.54,-0.000200
20181214,-0.018966,2599.95,-0.019087
20181217,-0.020806,2545.94,-0.020773
20181218,0.000361,2546.16,0.000086
20181219,-0.015413,2506.96,-0.015396
20181220,-0.015962,2467.42,-0.015772
20181221,-0.020924,2416.62,-0.020588
20181224,-0.026912,2351.10,-0.027112
20181226,0.049762,2467.70,0.049594
20181227,0.008541,2488.83,0.008563
20181228,-0.001050,2485.74,-0.001242
20181231,0.008649,2506.85,0.008492
20190102,0.001449,2510.03,0.001269
20190103,-0.024185,2447.89,-0.024757
20190104,0.034411,2531.94,0.034336
20190107,0.007184,2549.69,0.007010
20190108,0.009812,2574.41,0.009695
20190109,0.004378,2584.96,0.004098
20190110,0.004437,2596.64,0.004518
20190111,-0.000186,2596.26,-0.000146
20190114,-0.005098,2582.61,-0.005258
20190115,0.010897,2610.30,0.010722
20190116,0.002342,2616.10,0.002222
20190117,0.007688,2635.96,0.007591
20190118,0.013054,2670.71,0.013183
20190122,-0.014128,2632.90,-0.014157
20190123,0.002240,2638.70,0.002203
20190124,0.001365,2642.33,0.001376
20190125,0.008474,2664.76,0.008489
20190128,-0.007767,2643.85,-0.007847
20190129,-0.001588,2640.00,-0.001456
20190130,0.015589,2681.05,0.015549
20190131,0.009047,2704.10,0.008597
20190201,0.000532,2706.53,0.000899
20190204,0.006822,2724.87,0.006776
20190205,0.004871,2737.70,0.004708
20190206,-0.002180,2731.61,-0.002224
20190207,-0.009075,2706.05,-0.009357
20190208,0.000911,2707.88,0.000676
20190211,0.000711,2709.80,0.000709
20190212,0.013018,2744.73,0.012890
20190213,0.003121,2753.03,0.003024
20190214,-0.002304,2745.73,-0.002652
20190215,0.010844,2775.60,0.010879
20190219,0.001752,2779.76,0.001499
20190220,0.001832,2784.70,0.001777
20190221,-0.003445,2774.88,-0.003526
20190222,0.006174,2792.67,0.006411
20190225,0.001318,2796.11,0.001232
20190226,-0.000786,2793.90,-0.000790
20190227,-0.000339,2792.38,-0.000544
20190228,-0.002310,2784.49,-0.002826
20190301,0.006898,2803.69,0.006895
20190304,-0.003768,2792.81,-0.003881
20190305,-0.001059,2789.65,-0.001131
20190306,-0.006534,2771.45,-0.006524
20190307,-0.008000,2748.93,-0.008126
20190308,-0.002004,2743.07,-0.002132
20190311,0.014628,2783.30,0.014666
20190312,0.002939,2791.52,0.002953
20190313,0.007003,2810.92,0.006950
20190314,-0.000529,2808.48,-0.000868
20190315,0.004991,2822.48,0.004985
20190318,0.003872,2832.94,0.003706
20190319,0.000037,2832.57,-0.000131
20190320,-0.002928,2824.23,-0.002944
20190321,0.010964,2854.88,0.010853
20190322,-0.018962,2800.71,-0.018975
20190325,-0.000717,2798.36,-0.000839
20190326,0.007090,2818.46,0.007183
20190327,-0.004685,2805.37,-0.004644
20190328,0.003732,2815.44,0.003590
20190329,0.006741,2834.40,0.006734
20190401,0.011517,2867.19,0.011569
20190402,0.000073,2867.24,0.000017
20190403,0.002156,2873.40,0.002148
20190404,0.002351,2879.39,0.002085
20190405,0.004658,2892.74,0.004636
20190408,0.001107,2895.77,0.001047
20190409,-0.005806,2878.20,-0.006067
20190410,0.003639,2888.21,0.003478
20190411,0.000029,2888.32,0.000038
20190412,0.006635,2907.41,0.006609
20190415,-0.000535,2905.58,-0.000629
20190416,0.000547,2907.06,0.000509
20190417,-0.002107,2900.45,-0.002274
20190418,0.001579,2905.03,0.001579
20190422,0.001037,2907.97,0.001012
20190423,0.008963,2933.68,0.008841
20190424,-0.002133,2927.25,-0.002192
20190425,-0.000425,2926.17,-0.000369
20190426,0.004754,2939.88,0.004685
20190429,0.001062,2943.03,0.001071
20190430,0.000885,2945.83,0.000951
20190501,-0.007579,2923.73,-0.007502
20190502,-0.002055,2917.52,-0.002124
20190503,0.009847,2945.64,0.009638
20190506,-0.004217,2932.47,-0.004471
20190507,-0.016479,2884.05,-0.016512
20190508,-0.001591,2879.42,-0.001605
20190509,-0.002655,2870.72,-0.003021
20190510,0.004079,2881.40,0.003720
20190513,-0.024222,2811.87,-0.024131
20190514,0.008204,2834.41,0.008016
20190515,0.006106,2850.96,0.005839
20190516,0.009243,2876.32,0.008895
20190517,-0.005822,2859.53,-0.005837
20190520,-0.006675,2840.23,-0.006749
20190521,0.008451,2864.36,0.008496
20190522,-0.002695,2856.27,-0.002824
20190523,-0.011892,2822.24,-0.011914
20190524,0.001547,2826.06,0.001354
20190528,-0.008258,2802.39,-0.008376
20190529,-0.006880,2783.02,-0.006912
20190530,0.002145,2788.86,0.002098
20190531,-0.013026,2752.06,-0.013195
20190603,-0.003838,2744.45,-0.002765
20190604,0.021459,2803.27,0.021432
20190605,0.008292,2826.15,0.008162
20190606,0.006412,2843.49,0.006136
20190607,0.010716,2873.34,0.010498
20190610,0.004890,2886.73,0.004660
20190611,-0.000330,2885.72,-0.000350
20190612,-0.001926,2879.84,-0.002038
20190613,0.004364,2891.64,0.004097
20190614,-0.001489,2886.98,-0.001612
20190617,0.000955,2889.67,0.000932
20190618,0.009654,2917.75,0.009717
20190619,0.002994,2926.46,0.002985
20190620,0.009615,2954.18,0.009472
20190621,-0.001173,2950.46,-0.001259
20190624,-0.001748,2945.35,-0.001732
20190625,-0.009528,2917.38,-0.009496
20190626,-0.001157,2913.78,-0.001234
20190627,0.003914,2924.92,0.003823
20190628,0.005759,2941.76,0.005757
20190701,0.007701,2964.33,0.007672
20190702,0.003009,2973.01,0.002928
20190703,0.007925,2995.82,0.007672
20190705,-0.001645,2990.41,-0.001806
20190708,-0.004766,2975.95,-0.004835
20190709,0.001610,2979.63,0.001237
20190710,0.004575,2993.07,0.004511
20190711,0.002276,2999.91,0.002285
20190712,0.004736,3013.77,0.004620
20190715,0.000259,3014.30,0.000176
20190716,-0.003349,3004.04,-0.003404
20190717,-0.006408,2984.42,-0.006531
20190718,0.003601,2995.11,0.003582
20190719,-0.006124,2976.61,-0.006177
20190722,0.002845,2985.03,0.002829
20190723,0.006862,3005.47,0.006848
20190724,0.004685,3019.56,0.004688
20190725,-0.005342,3003.67,-0.005262
20190726,0.007469,3025.86,0.007388
20190729,-0.001819,3020.97,-0.001616
20190730,-0.002500,3013.18,-0.002579
20190731,-0.010922,2980.38,-0.010886
20190801,-0.008869,2953.56,-0.008999
20190802,-0.007262,2932.05,-0.007283
20190805,-0.029815,2844.74,-0.029778
20190806,0.013058,2881.77,0.013017
20190807,0.000913,2883.98,0.000767
20190808,0.018936,2938.09,0.018762
20190809,-0.006570,2918.65,-0.006617
20190812,-0.011969,2883.09,-0.012184
20190813,0.014964,2926.32,0.014994
20190814,-0.028994,2840.60,-0.029293
20190815,0.003009,2847.60,0.002464
20190816,0.014498,2888.68,0.014426
20190819,0.012123,2923.65,0.012106
20190820,-0.007905,2900.51,-0.007915
20190821,0.008248,2924.43,0.008247
20190822,-0.000517,2922.95,-0.000506
20190823,-0.025935,2847.11,-0.025946
20190826,0.011102,2878.38,0.010983
20190827,-0.003152,2869.16,-0.003203
20190828,0.006525,2887.94,0.006545
20190829,0.012822,2924.58,0.012687
20190830,0.000769,2926.46,0.000643
20190903,-0.006681,2906.27,-0.006899
20190904,0.010909,2937.78,0.010842
20190905,0.013217,2976.00,0.013010
20190906,0.000882,2978.71,0.000911
20190909,0.000104,2978.43,-0.000094
20190910,0.000303,2979.39,0.000322
20190911,0.007254,3000.93,0.007230
20190912,0.003021,3009.57,0.002879
20190913,-0.000472,3007.39,-0.000724
20190916,-0.003194,2997.96,-0.003136
20190917,0.002621,3005.70,0.002582
20190918,0.000336,3006.73,0.000343
20190919,0.000141,3006.79,0.000020
20190920,-0.004882,2992.07,-0.004896
20190923,-0.000063,2991.78,-0.000097
20190924,-0.008351,2966.60,-0.008416
20190925,0.006205,2984.87,0.006159
20190926,-0.002448,2977.62,-0.002429
20190927,-0.005145,2961.79,-0.005316
20190930,0.005126,2976.74,0.005048
20191001,-0.012230,2940.25,-0.012258
20191002,-0.017947,2887.61,-0.017903
20191003,0.008108,2910.63,0.007972
20191004,0.014223,2952.01,0.014217
20191007,-0.004477,2938.79,-0.004478
20191008,-0.015368,2893.06,-0.015561
20191009,0.009412,2919.40,0.009105
20191010,0.006456,2938.13,0.006416
20191011,0.011091,2970.27,0.010939
20191014,-0.001421,2966.15,-0.001387
20191015,0.009907,2995.68,0.009956
20191016,-0.001846,2989.69,-0.002000
20191017,0.002889,2997.95,0.002763
20191018,-0.003943,2986.20,-0.003919
20191021,0.006919,3006.72,0.006872
20191022,-0.003536,2995.99,-0.003569
20191023,0.002861,3004.52,0.002847
20191024,0.001989,3010.29,0.001920
20191025,0.003951,3022.55,0.004073
20191028,0.005625,3039.42,0.005581
20191029,-0.000959,3036.89,-0.000832
20191030,0.003366,3046.77,0.003253
20191031,-0.002915,3037.56,-0.003023
20191101,0.009649,3066.91,0.009662
20191104,0.003707,3078.27,0.003704
20191105,-0.001142,3074.62,-0.001186
20191106,0.000823,3076.78,0.000703
20191107,0.003209,3085.18,0.002730
20191108,0.002693,3093.08,0.002561
20191111,-0.002018,3087.01,-0.001962
20191112,0.001550,3091.84,0.001565
20191113,0.000776,3094.04,0.000712
20191114,0.001042,3096.63,0.000837
20191115,0.007663,3120.46,0.007695
20191118,0.000594,3122.03,0.000503
20191119,-0.000506,3120.18,-0.000593
20191120,-0.003602,3108.46,-0.003756
20191121,-0.001557,3103.54,-0.001583
20191122,0.002199,3110.29,0.002175
20191125,0.007650,3133.64,0.007507
20191126,0.002265,3140.52,0.002196
20191127,0.004273,3153.63,0.004174
20191129,-0.003796,3140.98,-0.004011
20191202,-0.008588,3113.87,-0.008631
20191203,-0.006563,3093.20,-0.006638
20191204,0.006336,3112.76,0.006324
20191205,0.001732,3117.43,0.001500
20191206,0.009108,3145.91,0.009136
20191209,-0.003052,3135.96,-0.003163
20191210,-0.001122,3132.52,-0.001097
20191211,0.002929,3141.63,0.002908
20191212,0.008631,3168.57,0.008575
20191213,0.000214,3168.80,0.000073
20191216,0.007038,3191.45,0.007148
20191217,0.000398,3192.52,0.000335
20191218,-0.000345,3191.14,-0.000432
20191219,0.004534,3205.37,0.004459
20191220,0.004896,3221.22,0.004945
20191223,0.000897,3224.01,0.000866
20191224,-0.000132,3223.38,-0.000195
20191226,0.005385,3239.91,0.005128
20191227,0.000029,3240.02,0.000034
20191230,-0.005623,3221.29,-0.005781
20191231,0.002956,3230.78,0.002946
